index,group,label,text
10,benign_realprogrammersusevim,1,julie : there are two storage deals that are using the same contract number . can you look at the two deals and determine which one is the correct deal ? do we need to kill or cut off the other deal ? let me know when you get back in the office and look at it . karie ( 36759 ) deal contract 47472 96016959 60747 96046959
11,benign_realprogrammersusevim,1,"> On 11 May 2010 09:15, Adrian von Bidder wrote: > > On Monday 10 May 2010 16.08:40 Dotan Cohen wrote: > >> Please tell us what problems, bugs, or issues KDE 4 that make it > >> difficult to use. > > > > Nepomuk / Strigi need to improve a *lot*. yes, for sure > > * Strigi sucks up all disk bandwidth and, given enough time, all memory > > to the point where the oom kill kills my session. at least it sucks up memory without releasing it afterwards > > * Strigi index uses all my disk. Removing folders that were indexed > > (either removing these files, or removing them from the strigi > > configuration so they're not indexed anymore) didn't seem to have any > > effect on index size. * Likewise when I completely disable file > > indexing: the database doesn't shrink / isn't removed. > > > > I'd really like to use file indexing, but everytime I enable it, I > > quickly turn it off again :-( > > What version? Strigi in 4.4 seems rather usable, those issues sound > like familiar 4.3 issues. The whole virtuoso/strigi ensemble needs a lot of polishing. It is not ready for simple usage yet. I have spent some days fiddling with that stuff based on my own experience and feedback i got from users at sidux. The best way i found to have a usable index is: - stop nepomuk and strigi in systemsettings - move away or delete everything in: ~/.kde/share/apps/nepomuk/repository/main/data/virtuosobackend (there might be incompatible database from virtuoso 5.x in there) - out and back in to your account - start nepomuk andv strigi - let it do the indexing - test (in dolphin, krunner is unreliable atm) your index - see if e.g. files under kmail got indexed for me to have a complete index i had to do 5 runs of strigi. in the first 3 runs it would not even touch any dot files under .kde in the end it works fine now but popular searches use a lot of ram. regards Ferdinand -- Ferdi Thommes Vorstand sidux e.V. Fellow of FSFE LinuxTag e.V. ____________________________________________________________ we are sidux - resistance is futile - you will be assimilated :) -- To UNSUBSCRIBE, email to debian-kde-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/201005120858.36643.devil@sidux.com"
12,benign_realprogrammersusevim,1,"deliveries to eastrans continue to be 30 , 000 mmbtu / dy the redeliveries will be : 7600 from fuels cotton valley 22400 to pg & e"
13,benign_realprogrammersusevim,1,"for 5 / 25 / 2000 our nomination into eastrans will be 36 , 800 mmbtu / d . redeliveries will be : 25 , 000 to hpl at carthage into hpl ' s cartwheel . 7 , 800 from fuels cotton valley 4 , 000 mmbtu to mobil beaumont our ; plans are to maintian these volumes through 5 / 31 / 2000 . duke - residue sales are as follows : 25 th - 4 , 520 mmbtu / d 26 th - 11 , 720 "" 27 th - 8 , 120 """
14,benign_realprogrammersusevim,1,please click on the attached link to launch your holiday party invitation . http : / / invitation . enron . com please direct any questions to dorie hitchcock via email .
15,benign_realprogrammersusevim,1,"JavaServer Pages updatedFilled with useful examples and the depth, clarity, and attention to detail that made the first edition so popular with web developers, the just-released ""JavaServer Pages, 2nd Edition"" (Bergsten, $44.95) is completely revised and updated to cover the substantial changes in the 1.2 version of the JSP specifications, and includes coverage of the new JSTL Tag libraries--an eagerly anticipated standard set of JSP elements for the tasks needed in most JSP applications, as well as thorough coverage of Custom Tag Libraries. What people said about the first edition: ""an excellent printed resource on JSPs...I have been extremely impressed by its depth, clarity, and attention to detail. "" --Reuven M. Lerner, Linux Journal ""This is a great book: it was written by a key contributor not only to the JSP specification, but also to the JSP and Servlet reference implementations. Filled with useful examples, it stands as an important text in the adoption of JSP in the market."" --Eduardo Pelegri-Llopart, lead JSP Specification Engineer. To order your copy or for more information, see: http://www.oreilly.com/catalog/jserverpages2/?CMP=7337 or call 1-800-998-9938 or email orders@oreilly.com JavaServer Pages, 2nd Edition By Hans Bergsten 0-596-00317-X, Order Number: 317X 684 pages, $44.95 US $69.95 CA 31.95 UK ----------------------------------------------------------------- If you want to cancel a subscription to this newsletter, go to http://www.oreillynet.com/cs/user/home and de-select any newsletters you no longer wish to receive. For non-automated human help email help@oreillynet.com -----------------------------------------------------------------"
16,benign_realprogrammersusevim,1,"> Kurt Roeckx wrote .. > > > What does this mean exactly? > > It means that versions older than 0.95 will be remotely disabled by the ClamAV > folks once your copy of ClamAV gets the CVD update that includes what I like to > call the special ""self-destruct"" code. :) > > It means that you need to be running least version 0.95 of ClamAV, and > preferably always the latest & greatest version, to be protected. Outdated anti- > virus software is not effective. I forgot about DSA 1906 in october which basicly already announced it. Kurt -- To UNSUBSCRIBE, email to debian-security-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/20100415201641.GA837@roeckx.be"
17,benign_realprogrammersusevim,1,"daren has copied the old ticket and reput the volumes on a new deal ticket , dating back to the first , which reflects the correct texas desk entity . all of the buys / sales currently transacted at waha by the texas desk are done by hplc - hplc . please check your deal tickets as any volumes for april will need to be repathed , nom ' d , etc . thank you , mary"
18,benign_realprogrammersusevim,1,"- - - - - original message - - - - - from : alex fagen [ mailto : alex @ fagens . net ] sent : wednesday , november 15 , 2000 9 : 56 pm to : undisclosed - recipient : @ rad 3 . 1 stup . com ; subject : fw : gop action plan : what you can do ! - - - - - original message - - - - - from : kenneth r . pybus to : sent : wednesday , november 15 , 2000 9 : 28 am subject : fwd : gop action plan : what you can do ! > i got this from paul sperry at worldnetdaily > > > > > > i don ' t know who joe morris is , but this sounds like a plan ! ( note that > > this has been circulating since last thursday . ) > > - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - > > united republican fund of illinois > > chicago > > > > november 9 , 2000 > > > > from : a . morris , president > > to : urf leaders and friends > > > > herewith is some practical advice on action that every citizen can take > > in the event that the florida recount confirms the election of george > > bush , but al gore fails to concede . > > > > we all know what is going on in florida , and that the election hinges on > > the outcome . i am writing you today to prepare us all for what we will > > have to do if what i think is going to happen actually does . > > > > the recount , which will be finished by 5 p . m . thursday , will likely show > > bush to be the winner once again , with only a few thousand overseas > > ballots to be counted . those ballots will be overwhelmingly for bush , a > > minimum of 60 % and probably closer to 75 % . if the count goes our way > > tomorrow , we have won this > > election . > > > > this is when something critical happens . either gore bows out gracefully > > or he doesn ' t , and i can almost guarantee he won ' t . these are people > > wedded to power who will only go down kicking and screaming . they will > > use every legal maneuver in the book to steal the election . ( in 1960 , > > when richard nixon had every right and reason to challenge the election > > results he didn ' t for the sake of the country . expect no such noble > > behavior this time . ) > > > > what will they try ? one bet is to find a friendly judge to throw out the > > florida results on a flimsy premise . they are already floating this as a > > trial balloon in the form of the allegedly "" confusing "" ballots in palm > > beach county . i have seen the ballots - they are not confusing in the > > least . indeed , they are identical in form to the punch - card ballots used > > in chicago > > and cook county , illinois , in this very election . what is more , it is > > just as likely that palm beach county voters who wanted to vote for bush > > inadvertently voted for nader . all parties approved the form of ballot > > before the election . the form - of - ballot issue is a mere pretext for an > > effort a judicial invalidation of the florida election . > > > > while i hope this scenario doesn ' t come to pass , i fear that it will , > > and it will only have disastrous results for the country . the election > > fight could drag on for months and actually be decided by a court ! if > > this comes to pass the vision of our founders and the blood of patriots > > will have been betrayed . > > > > personally , i am not going to stand for this , and i hope you won ' t > > either . the good news is that we are not without voice . > > > > here is what must be done : if the vote count affirms bush ' s election , we > > allow a short grace period to see the reaction of the gore camp . if they > > have not graciously conceded after a few hours , we must bombard the news > > media and our public officials at every level with phone calls of > > outrage that demand gore ' s concession . i mean literally millions of > > phone calls . we must > > jam their phone banks with calls . there are millions of us so it > > shouldn ' t be too difficult . ( while you ' re at it , send e - mails to your > > local newspapers as well . ) > > > > if it becomes widely reported - and it will - that there is a > > groundswell demanding that gore back down and not embarrass the country , > > it will be very difficult for gore to withstand the pressure . he will > > have to relent . > > > > here are some places to start : > > > > the white house : telephone ( 202 ) 456 - 4114 fax : ( 202 ) 456 - 2461 e - mail > > president @ whitehouse . gov > > > > the vice president ' s office : telephone : ( 202 ) 274 - 5000 > > fax : ( 202 ) 456 - 2883 e - mail vice . president @ whitehouse . gov > > > > vice president ' s senate office : telephone : ( 202 ) 224 - 2424 > > > > senator tom daschle ( senate democratic leader ) : ( 202 ) 224 - 2321 > > also : ( 202 ) 224 - 5556 > > > > representative dick gephardt ( house democratic leader ) : > > ( 202 ) 225 - 2671 also : ( 202 ) 225 - - 0100 > > > > also , be sure to call your congressmen and both your senators . all these > > numbers are easily located on voter . com . you can also contact them > > through the u . s . capitol switchboard : > > > > u . s . capitol switchboard ( all senators and representatives ) : ( 202 ) > > 224 - 3121 > > > > another office to call is that of chicago ' s mayor richard m . daley ( the > > brother of gore ' s campaign manager , bill daley ) : > > telephone : ( 312 ) 744 - 3300 fax : ( 312 ) 744 - 2324 > > > > if you ' ve never made a call like this , there ' s no reason to be shy . they > > get opinion calls all the time and are set up to take them . in fact they > > like calls . it helps them tell which way the wind is blowing . > > > > some media contacts : > > > > boston globe ( 617 ) 929 - 2000 > > matthew v . storin , editor ( 617 ) 929 - 3049 > > e - mail : storin @ globe . com > > > > boston herald andrew costello , editor ( 617 ) 619 - 6400 > > e - mail : acostello @ bostonherald . com > > > > chicago sun - times : ( 312 ) 321 - 3000 > > michael cooke , editor in chief e - mail : mcooke @ suntimes . com > > > > chicago tribune ( 800 ) 874 - 2863 > > howard a . tyner , editor e - mail : chied @ aol . com > > bruce dold , editorial page editor e - mail : bdold @ tribune . com > > > > los angeles times ( 213 ) 237 - 7935 ( opinion department ) > > ( 213 ) 237 - 4511 and fax : ( 213 ) 237 - 7679 ( letters to the editor ) > > ( 202 ) 293 - 4650 ( washington bureau ) > > e - mail : www . latimes . com ( follow prompts to e - mail windows ) > > > > new york post ( 212 ) 930 - 8000 > > john mancini , news e - mail : jmancini @ nypost . com > > > > new york times ( 212 ) 556 - 1234 > > lelyveld , executive editor > > letters to the editor fax : ( 212 ) 556 - 3622 > > e - mail : letters @ nytimes . com . > > > > philadelphia inquirer ( 215 ) 854 - 4500 > > letters to the editor : inquirer . letters @ phillynews . com > > > > usa today ( 703 ) 276 - 3400 karen jurgenson , editor > > e - mail : www . usatoday . com and follow feedback prompts > > > > washington post ( 202 ) 334 - 6000 > > fred hiatt , editorial page editor e - mail : hiattf @ washpost . com > > > > time e - mail : letters @ time . com > > > > abc e - mail : http : / / abc . go . com / abc / help / contact . html > > > > cnn ( 404 ) 827 - 1500 > > > > cbs ( 212 ) 975 - 4321 > > > > msnbc e - mail : world @ msnbc . com > > > > nbc nbc - nightly news : e - mail : nightly @ nbc . com > > nbc today show : e - mail : today @ nbc . com > > > > i ' m hoping none of this will be necessary , but i fear otherwise . as > > edmund burke said , the price of freedom is eternal vigilance . > > > > this e - mail is just to prepare you for the battle that we must engage . > > > > please forward this e - mail message to everyone you can think of . if we > > harness the power of the internet , by tomorrow millions of us will be > > ready ! > > > > / s / morris > > - - > kenneth r . pybus > managing editor , houston business journal > 1001 west loop south , suite 650 > houston , texas 77027 > 713 - 688 - 8811 > fax : 713 - 968 - 8025 > krpybus @ bizjournals . com > _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ lstup . com - free the web get your free internet access at http : / / www . 1 stup . com"
19,benign_realprogrammersusevim,1,"> And wasn't *that* the limit the OP was asking about or I misunderstood > something? :-? OP wrote: ""ext3 can have only 32000 files/folders under a folder and I hit that limit."" As I demonstrated, ext3 can have 50000 files in a ""folder"" (directory). Or as many more as the filesystem has space for. The 31998 subdirectories limit is rarely encountered because using a multi-level directory heirarchy is so much more efficient. =2D-Mike Bird -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/201004240758.17484.mgb-debian@yosemite.net"
20,benign_realprogrammersusevim,1,"2010/4/27 Stephen Powell > On Tue, 27 Apr 2010 15:22:53 -0400 (EDT), cosme wrote: > > > > asignar hora a PC > > Hola como crear un script para poner en netlogon de samba para que las > > estaciones Windows cojan la hora del server en windows sería por jemplo > > netime.bat > > > > @echo off > > net time \\debian-pdc /set /yes > > > > al traducirlo a Debian sería un netime.sh > > > > y como quedaría dentro???? > > Solo en ingles, por favor, o mailto:debian-user-spanish@lists.debian.org > > -- > .''`. Stephen Powell > : :' : > `. `'` > `- > > > -- > To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org > with a subject of ""unsubscribe"". Trouble? Contact > listmaster@lists.debian.org > Archive: > http://lists.debian.org/82853430.29593.1272394679432.JavaMail.root@md01.wow.synacor.com > > I have to say I kinda like trying to guess the meaning of the post based solely on the command lines"
21,benign_realprogrammersusevim,1,"daren : on 6 / 16 / 99 , hpl recorded flow of 10 mmbtus from hpl ' s pipeline . the gas measurement dept . verified the accuracy of this flow . no deals were place for the month prior or the month after . currently , this volume is being recorded to hpl ' s strangers gas contract . logistics needs approval to write - off this volumes to unaccounted for gas loss . ( please print , sign , and return original to clem cernosek ) . approval to write - off the volume to unaccounted for gas loss thanks , clem"
22,benign_realprogrammersusevim,1,"vance , deal # 358125 has been created and entered in sitara . bob vance l taylor 08 / 02 / 2000 10 : 19 am to : robert e lloyd / hou / ect @ ect cc : daren j farmer / hou / ect @ ect , robert cotten / hou / ect @ ect , anita luong / hou / ect @ ect , stephanie gomes / hou / ect @ ect , pat clynes / corp / enron @ enron , mary poorman / na / enron @ enron , hillary mack / corp / enron @ enron , melissa graves / hou / ect @ ect subject : re : resolved issue : re : meter # 0986563 - robert , hplc entered into a gas purchase agreement with the bjd - ess corporation ( global # 96036946 ) effective 4 / 1 / 2000 thru 3 / 31 / 2002 . the meter produced an average of 19 mmbtu / d for the month of april , 2000 . a deal ticket should be created and entered into sitara based upon the following information : counterparty meter volume price period bjd - ess corporation 6563 19 mmbtu / d 85 % if / hsc 4 / 2 / 00 - 4 / 30 / 00 give me a call if there are any questions or concerns . thanks , vlt x 3 - 6353 mary poorman @ enron 08 / 02 / 2000 09 : 34 am to : daren j farmer / hou / ect @ ect cc : robert cotten / hou / ect @ ect , vance l taylor / hou / ect @ ect , anita luong / hou / ect @ ect , stephanie gomes / hou / ect @ ect , pat clynes / corp / enron @ enron subject : resolved issue : re : meter # 0986563 - fyi - it apppears that any deliveries made during the time frame from 12 / 99 - 04 / 02 / 00 , were made without any contractual arrangements for purchase . therefore , vance explained to me that the volume of 1 , 517 dth for the period should have been allocated to the strangers agreement , just as it was . any deliveries were unauthorized ( udog ) and the gas then belongs to hpl . please give vance a call if you have any further questions regarding this issue . thank you all for your patience and assistance . i appreciate it ! mary jane"
23,benign_realprogrammersusevim,1,"> From: Scott Lipcon > Date: Mon, 23 Sep 2002 22:35:05 -0400 > > The speed is a problem for sure - It takes a long time to do the > rescanning of sequences (I associate it with hitting the 'flist' > button, or when my background flist goes off). I'm running on a > pretty fast system (Athlon 1700+, 512Mb RAM, 10k RPM ultra SCSI disk) > and hitting flist used to take no more than a second. The big > difference might just be perception, because the the old code just > updated all the folders (count + color) all at once, instead of making > it look like there is 0 unseen, then counting its way back up. > > I doubt I'll have much time in the immediate future to hack at this, > but if I do - can you suggest areas that might be the best to > optimize? If not, do you think we can put in some preferences to > disable some of the more intensive features? I'd rather disable all > the sequence support (except unseen, of course) and have reasonable > speed. I suspect people on slow machines would find the current > state unusable. If I knew where the problem was, I'd fix it myself. Finding it is probably more work than the actual fix. > > > > This is because of your Hook_MsgShow_update_unseen which is calling a fun > ctio > > n > > which no longer exists. > > > > I suspect you need > > Seq_Del $exmh(folder) unseen $msgid > > now instead of > > Mh_MarkSeen $exmh(folder) $msgid > > > > Thanks. I'm not sure I'll need it with the new sequence code, but I > might. Does your new code commit sequences immediately? The old code > didn't, so I put that in to help keep my mh and exmh windows in sync. Yes it does. Chris -- Chris Garrigues http://www.DeepEddy.Com/~cwg/ virCIO http://www.virCIO.Com 716 Congress, Suite 200 Austin, TX 78701 +1 512 374 0500 World War III: The Wrong-Doers Vs. the Evil-Doers."
24,benign_realprogrammersusevim,1,"Keyboard gets stuck when closing PPP (was: Problems when logging out Gnome)Rodolfo Medina writes: > Lenny installed on my old Pentium III often gets stuck when logging out > Gnome, either via the panel menu or with `Ctrl-Alt-Backspace'. > > Does anyone have any direct experience of the same problem or can suggest > what the cause may ever be and how to work it out? The problem is reported here: http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=508589 Does anyone know if it has been fixed, and how? I don't have the possibility of installing Sid. Thanks for any help Rodolfo -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/87tyrn3wv1.fsf@csmining.org"
25,benign_realprogrammersusevim,1,". Even with it's vboxheadless functionality, > its [vbox is] still a bit too dodgy for a group of machines that need to stay up. I would have said that about Xen. (OP did say ""personal use"", so I assumed desktop.) MAA -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/4BD3E137.6050806@allums.com"
26,benign_realprogrammersusevim,1,"just fyi - - - - - original message - - - - - from : curry , mike sent : tuesday , june 05 , 2001 9 : 21 am to : dean , clint ; gilbert - smith , doug ; miller , jeffrey ; wallis , janet h . ; may , tom ; day , smith l . cc : tingleaf , drew subject : teco / frontera financial trades fyi , i fedexed teco an isda agreement for their review . we need to get this executed in order to do some of the financial trades in power and gas that we want . copies were sent to tom may , jeff miller , and clint dean - - - let me know if anyone else would like a copy . regards , - mike"
